1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,7970WTVMDL2817S,110071285584,TROY VINES SOUTH MIDLAND PLANT,2817 S TX-349,MIDLAND,MIDLAND,TX,79706,,,31.967565,-102.072430,,QUIKRETE HOLDINGS,969583546,,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222896591,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.380,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,,PRODUCTION,3.800
2024,7604WNRGYT8711C,110070331706,GODLEY GAS PLANT,8711 CR-916,GODLEY,JOHNSON,TX,76044,,,32.499730,-97.551730,,ENERGY TRANSFER PARTNERS LP,610792264,,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1324223050764,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,7907WPLNVW2698E,110033218104,PLAINVIEW BIOENERGY LLC,2698 E HIGHWAY 70,PLAINVIEW,HALE,TX,79072,,,34.182580,-101.658300,,WHITE ENERGY HOLDING CO LLC,197591246,WHITE ENERGY HOLDING CO LLC,NA,,NA,NO,325,Chemicals,,,,,,,325193,,,,,,1324222598500,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,75006TXSFN1801S,110000456079,TEXAS FINISHING CO,1801 SURVEYOR BLVD,CARROLLTON,DALLAS,TX,75006,,,32.960950,-96.846790,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1324222461220,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,858.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,858.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,858.000,0.000,0.000,858.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,858.000,,PRODUCTION,0.820
2024,77487NLCCH7701U,110024035970,CHAMPIONX-SUGAR LAND,7701 US HWY 90A,SUGAR LAND,FORT BEND,TX,77478,,,29.619200,-95.637500,,NA,,,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1324222975171,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.300,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.300,0.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24416.000,0.000,0.000,0.000,0.000,24416.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,24421.000,25.300,0.000,0.000,25.300,0.000,0.000,0.000,0.000,0.000,24416.000,147.000,5.000,24593.300,,PRODUCTION,1.000
2024,77507QSTRC5761U,110000506079,INEOS OXIDE BAYPORT EO PLANT,5761 UNDERWOOD RD,PASADENA,HARRIS,TX,77507,,,29.627167,-95.080194,,INEOS AMERICAS LLC,079675246,INEOS AMERICAS LLC,NA,,,NO,325,Chemicals,,,,,,,325199,,,,,,1324222877502,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,636.000,635.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1271.000,2197.440,25270.560,27468.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2197.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25270.560,0.000,27468.000,3468.440,0.000,0.000,1271.000,0.000,2197.440,0.000,0.000,0.000,0.000,0.000,25270.560,28739.000,,PRODUCTION,0.790
2024,77465CHVRNSTATE,110056970568,CHEVRON PHILLIPS CHEMICAL CO LP SWEENY COMPLEX,21441 LOOP 419,SWEENY,BRAZORIA,TX,77480,,,29.081543,-95.741714,,CHEVRON PHILLIPS CHEMICAL CO LLC,152975665,CHEVRON PHILLIPS CHEMICAL CO LLC,NA,,NA,NO,325,Chemicals,,,,,,,325110,,,,,,1324223042274,Propylene,NO,0000115071,115-07-1,29009,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,57243.000,51595.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108838.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6954.000,0.000,6954.000,0.000,6954.000,108838.000,0.000,0.000,106946.000,0.000,0.000,0.000,0.000,0.000,0.000,2462613.000,6954.000,2576513.000,1892.000,PRODUCTION,1.130
2024,77571QNTMC11603,110000463597,LYONDELLBASELL ACETYLS LLC,1350 MILLER CUT OFF RD,LA PORTE,HARRIS,TX,77571,,,29.712222,-95.066667,,LYONDELLBASELL FINANCE CO,NA,LYONDELLBASELL FINANCE CO,LYONDELLBASELL INDUSTRIES NV,489570386,LYONDELLBASELL INDUSTRIES NV,NO,325,Chemicals,,,,,,,325199,,,,,,1324222684957,sec-Butyl alcohol,NO,0000078922,78-92-2,7435,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.300,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.307,0.000,42000.000,42000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42000.000,0.000,42000.000,5.307,0.000,0.000,5.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42000.000,42005.307,,PRODUCTION,1.120
2024,77530RCCHM2502S,110000463221,LYONDELL CHEMICAL CO,2502 SHELDON RD,CHANNELVIEW,HARRIS,TX,77530,,,29.816654,-95.107603,,LYONDELLBASELL FINANCE CO,194123154,LYONDELLBASELL FINANCE CO,LYONDELLBASELL INDUSTRIES N.V.,489570386,,NO,325,Chemicals,,,,,,,325110,325199,,,,,1324222749602,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,8050.000,20813.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28863.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.068,0.000,0.000,0.000,0.000,140.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.571,0.000,0.000,0.000,52.571,0.000,192.639,29003.068,0.000,0.000,28863.000,0.000,140.068,0.000,0.000,0.000,0.000,230518.000,52.571,259573.639,,PRODUCTION,0.930
2024,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,,,29.728608,-95.089793,,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NA,,NA,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324223102551,Selenium  And Selenium Compounds,YES,N725,N725,650044,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.125,3.973,99.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68764.000,68867.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6839.000,0.000,0.000,0.000,0.000,0.000,6839.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6839.000,75706.962,0.000,0.000,68867.962,6839.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75706.962,,ACTIVITY,1.000
2024,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,,,29.853056,-94.095278,,VEOLIA N.A. INC.,081134987,,VEOLIA ENVIRONNEMENT SA,494763675,,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324223138847,Diethanolamine,NO,0000111422,111-42-2,27516,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,3944.000,0.000,0.000,0.000,0.000,3944.000,0.000,3945.000,11.000,0.000,0.000,11.000,0.000,0.000,0.000,1.000,0.000,0.000,66657.000,3944.000,70613.000,,ACTIVITY,1.000
2024,7746WPHLLP8189L,110071072004,PHILLIPS 66 OLD OCEAN NGL FRACTIONATION PLANT,8189 OLD FM 524,OLD OCEAN,BRAZORIA,TX,77463,,,29.076182,-95.745529,,PHILLIPS 66 CO,078378508,PHILLIPS 66 CO,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1324223152923,Tetrachloroethylene,NO,0000127184,127-18-4,34157,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,1.010
2024,7932WXYPRMPBX16,110055499713,OXY PERMIAN - DENVER UNIT CO2 RECOVERY PLANT,2681 STATE HIGHWAY 214,DENVER CITY,YOAKUM,TX,79323,,,32.995258,-102.819004,,OCCIDENTAL PETROLEUM CORP,006908354,OCCIDENTAL PETROLEUM CORP,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1324222938843,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,77640CHVRN2001S,110020148008,CHEVRON PHILLIPS CHEMICAL CO,2001 S GULFWAY DR,PORT ARTHUR,JEFFERSON,TX,77640,,,29.850396,-93.977222,,CHEVRON CORP & PHILLIPS 66 CO,NA,,NA,,NA,NO,325,Chemicals,,,,,,,325110,,,,,,1324222876777,Cumene,NO,0000098828,98-82-8,18309,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1814.000,0.000,0.000,1814.000,0.000,1814.000,25.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1814.000,1839.000,,ACTIVITY,2.220
2024,77581THRDC1871M,110005181454,THIRD COAST TERMINALS PEARLAND,1871 MYKAWA,PEARLAND,BRAZORIA,TX,77581,,,29.576030,-95.294850,,THIRD COAST PACKAGING INC,NA,THIRD COAST PACKAGING INC,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1324222883441,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,7564WRSWDD7176E,110059659819,ROSEWOOD DEW POINT,7176 ERMINE ROAD,GILMER,UPSHUR,TX,75644,,,32.786600,-95.062340,,ENERGY TRANSFER PARTNERS LP,610792264,,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1324223050434,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,580.000,420.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,1075.000,0.000,0.000,1000.000,0.000,75.000,0.000,0.000,0.000,0.000,7300.000,0.000,8375.000,,PRODUCTION,0.870
2024,75243TXSNS13500,110005058043,TEXAS INSTRUMENTS INC,13500 N CENTRAL EXPRESSWAY,DALLAS,DALLAS,TX,75243,,,32.933110,-96.753700,,TEXAS INSTRUMENTS INC,007321904,TEXAS INSTRUMENTS INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1324223173889,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,9116.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9116.000,18266.000,27399.000,45665.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18266.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27399.000,0.000,45665.000,27382.000,0.000,0.000,9116.000,0.000,18266.000,0.000,0.000,0.000,0.000,82044.000,27399.000,136825.000,,PRODUCTION,0.930
2024,7563WSTTXS2628U,110000502858,EAST TEXAS GAS PLANT,2628 S US-79,CARTHAGE,PANOLA,TX,75633,,,32.187876,-94.261875,,VOYAGER MIDSTREAM HOLDINGS,119381293,,NA,,NA,NO,211,Natural Gas Processing,,,,,,,211130,,,,,,1324222799405,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,64.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120000.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,120003.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120003.000,120067.000,0.000,0.000,64.000,3.000,120000.000,0.000,0.000,0.000,0.000,0.000,0.000,120067.000,,PRODUCTION,0.960
2024,78408CHMPL1801N,110000505640,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,,,27.809620,-97.425869,,PDV HOLDING INC.,119272531,,PDVSA PETROLEOS S.A.,885354373,,NO,324,Petroleum,,,,,,,324110,,,,,,1324222878035,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,454520.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,454520.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,454520.000,0.000,0.000,454520.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,454520.000,,PRODUCTION,1.000
2024,75165WNSCRHWY35,110000457087,OWENS CORNING INSULATING SYSTEMS LLC - WAXAHACHIE,3700 N INTERSTATE HWY 35E,WAXAHACHIE,ELLIS,TX,75165,,,32.441260,-96.850390,,OWENS CORNING,796514466,OWENS CORNING,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327993,,,,,,1324222940621,Cobalt,NO,0007440484,7440-48-4,150078,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1012.000,0.000,0.000,0.000,0.000,0.000,0.000,1012.000,0.000,16301.000,99.000,0.000,0.000,16400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17412.000,1012.000,0.000,0.000,0.000,1012.000,0.000,0.000,0.000,0.000,16400.000,0.000,0.000,17412.000,,ACTIVITY,1.050
2024,7812WWTXSX565BL,110071140313,AW TEXAS,565 BOLTON RD,CIBOLO,GUADALUPE,TX,78124,,,29.522816,-98.148200,,AISIN HOLDINGS OF AMERICA,121400142,,NA,,,NO,336,Transportation Equipment,,,,,,,336350,,,,,,1324222566527,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,79706LFLDS2614S,110035297611,OILFIELD SOLUTIONS INC,2614 S COUNTY RD 1257,MIDLAND,MIDLAND,TX,79706,,,31.942974,-102.184704,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325998,,,,,,1324222638607,Methyl isobutyl ketone,NO,0000108101,108-10-1,24851,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,121.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.700,0.000,0.000,121.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.700,,,
2024,77541THDWCBUILD,110008170237,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,775413257,,,28.979200,-95.354900,,THE DOW CHEMICAL CO,001381581,DOW INC,,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1324223111030,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,109.000,71.000,1.000,0.000,0.000,0.000,0.000,0.000,4021.000,0.000,0.000,0.000,0.000,0.000,4202.000,0.000,0.000,0.000,20048.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20048.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,215977.000,8286.000,0.000,0.000,0.000,224263.000,0.000,244311.000,24250.000,0.000,4021.000,181.000,0.000,20048.000,255878.000,0.000,0.000,0.000,738.000,224263.000,505129.000,,PRODUCTION,1.500
